"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"South Asia","SAS","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","154.080247178476","","116.624557495117","","111.655784106116","","","","","130.35098515701","","","","","158.975494073261","","","","",
"South Asia","SAS","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110.590398132337","","99.8822631835938","","86.3938369750977","","","","","87.3688338569815","","","","","102.774084140506","","","","",
"South Asia","SAS","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4451728908","","","","11041591781","10440866390","13299079873","","","",
"South Asia","SAS","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.93853844541536","2.77932691608841","3.11756942873619","2.71766900119884","2.86417612191332","4.03700673782747","4.26341788959087","5.01724283447408","4.89476371874894","4.11628957494055","4.6829609883837","4.77048859760449","5.22222221199704","4.8327257346849","4.70954103602537","4.97323425014969","4.98184044420974","5.24892411181101","5.67377702422145","6.00483666546341","7.85912057055533","6.38236751581538","6.06126149773228","6.19190893761446","7.47151202132705","",
"Saudi Arabia","SAU","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0626899972558022","0.0531499981880188","0.0423000007867813","0.0424499996006489","0.0452100001275539","0.0490199998021126","0.0733800008893013","","","","","",
"Saudi Arabia","SAU","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","487","552","569","577","644","613","653","713","734","753.2","734.5","676.2","682.7","604.9","590","564.7","582.8","549.3","550.8","576.3","557.6","589.2","620.8","711.4","1003.2","1491.2","","","",
"Saudi Arabia","SAU","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58","439","492","605","729","687","718","810","1001","1286","1144","797","683","552","487","395","374","419","642","","","643","643","","440","",
"Saudi Arabia","SAU","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","16","27","21","21","33","28","27","57","45","72","76","46","61","56","81","119","119","128","","","288","347","","491","",
"Saudi Arabia","SAU","Trademark applications, direct nonresident","IP.TMK.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1883","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","Trademark applications, direct resident","IP.TMK.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","456","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","Trademark applications, total","IP.TMK.TOTL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2339","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Saudi Arabia","SAU","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11119439","16739813","4011778","3046368","9656596","39545985","","18216505","46011727","23440000","31028445","25756006","132555253","41206324","97623851","156251947","131282909","85194506","39837656","200938649","206151461","255733654","287738543","",
"Saudi Arabia","SAU","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.373211507997606","0.351576203391507","0.169333417259596","0.0963695079586774","0.197337117374975","0.749585674066621","","0.357561994368732","0.987304119163419","0.425608571954772","0.469934573549149","0.3753882148844","1.37135499515494","0.360288007054367","0.668897031615736","0.938558985865093","0.656645502785828","0.461193838261328","0.264831104688348","0.732879977738611","0.556714349348983","0.640487288954737","0.695865566481306","",
"Sudan","SDN","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3959.193908","2650","57298.90233","1297124","11370686.95","1415921.793","4000","55602.66695","",
"Sudan","SDN","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","300555","","1522064.591","2878461.178","2266163.464","","","",
"Sudan","SDN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sudan","SDN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","96","83","92","76","69","66","71","55","48","48.2","45.8","42","52.1","43.1","36.9","33.9","47.1","37.4","41.7","47.1","35.7","35.9","56.4","63","79.3","69.3","","","",
"Sudan","SDN","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","67","","","","","","","","","26","","","","","","","4","16","13","20","11","17","16","13","13","","","","","","","",
"Sudan","SDN","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","2","6","1","2","6","4","6","3","3","","","","","","","",
"Sudan","SDN","Trademark applications, direct nonresident","IP.TMK.NRES","","","","494","235","432","475","445","","426","475","","","469","457","477","388","620","329","485","445","","327","","424","1715","","","","","","","","","","","1508","1482","1514","1283","1247","1063","2298","1504","1666","2040","2508","2517","1075","743","1025","1198","1825","1288","",
"Sudan","SDN","Trademark applications, direct resident","IP.TMK.RESD","","","","206","197","111","108","287","","263","88","","","74","152","89","87","161","65","86","139","","135","","81","113","","","","","","","","","","","","","738","1070","1238","805","1852","965","1067","1349","1810","1852","","","","","851","","",
"Sudan","SDN","Trademark applications, total","IP.TMK.TOTL","","","","700","432","543","583","732","","689","563","529","544","543","609","566","475","781","394","571","584","","462","","505","1828","","","","","","","","","","","1508","1482","2252","2353","2485","1868","4150","2469","2733","3389","4318","4369","1075","743","1025","1198","2676","1288","",
"Sudan","SDN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sudan","SDN","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sudan","SDN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31736","8","10958","799019","4695287","559404","3729316","3915","0","14343","8771","","35372","9624127","49577","294501","","","",
"Sudan","SDN","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.500051602879992","9.53725591926808E-05","0.0890930670503788","8.64657858476297","3.80071047004694","2.54221297648202","8.73921095337861","0.0365801596502058","0","0.578268894431153","0.605706109268802","","0.102401247296523","29.3692320462187","0.155640071323757","0.695406840428214","","","",
"Senegal","SEN","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7374852.97","5278355.718","7803586.929","9021778.887","12113862.92","5835118.275","5404075.274","","","",
"Senegal","SEN","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3791.69818528106","7649.79089579079","500764.9366","245642.4944","1228328.758","1211443.241","1398701.836","","","",
"Senegal","SEN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.368339985609055","","0.540859997272491","","","","",
